id,time,noticia,sentiment
10,botafogo,"Meia, argentino, baixinho e revelado pelo Vélez Sarsfield. Há chances de você ter pensado em Thiago Almada, mas o assunto da vez é Álvaro Montoro. As semelhanças entre os dois são tantas que o jovem de 18 anos está prestes a seguir os passos do primeiro e fechar com o Botafogo . + Para italiano ver: Igor Jesus brilha e faz melhor jogo pelo Botafogo sob olhares de Ancelotti As negociações se desenrolam para que clube carioca pague US$ 8 milhões (R$ 45,4 milhões na cotação atual) pela operação. Além disso, Montoro deve ir para o Lyon, clube de John Textor na França, no ano que vem. O argentino é considerado uma das maiores revelações recentes do time de Liniers. Apesar da pouca idade, ele tem envolvimento com o time principal desde os 16 anos e assumiu a titularidade nesta temporada. — Vélez é um clube muito famoso pela quantidade de jogadores formados, Almada e Otamendi são alguns exemplos. Montoro é muito jovem, tem um estilo de jogo muito bom, é o enganche, pode jogar também pelo lado esquerdo e também às vezes na direita. Gosta de aparecer em diagonal e chuta bem para o gol. Ele está em um dos primeiros lugares na lista de revelações - afirmou Alejandro Colodro, jornalista que cobre o Vélez no ""Data Velezana"", ao ge . Na Argentina, ""enganche"" é um termo bastante específico na linguagem do futebol. Refere-se a um meio-campista avançado, um ""camisa 10"". + Artur Jorge passa férias no Rio e se reúne com jogadores do Botafogo A comparação com Almada é praticamente inevitável até mesmo na Argentina. — O comparam com Almada porque tem um estilo de jogo similar. Jogam quase na mesma posição e chegaram na equipe principal muito jovens. Não sei se ele é tão igual ao Almada, mas tem sim algumas similaridades no jogo - analisou o jornalista. — A comparação vem também porque quando Almada surgiu com Heinze, um técnico que lhe deu continuidade, ele o fez crescer em um momento em que o clube não estava bem. O Montoro passa por isso. Ano passado o Vélez foi campeão, mas o nível caiu com algumas saídas e Montoro é um jogador dentro do plantel que desequilibra e se destaca sobre os companheiros - comparou. Montoro recebeu a camisa 10 do Vélez aos 17 anos, justamente em um momento que o clube sofreu com saídas de jogadores que foram protagonistas na campanha do título nacional no ano passado. A escolha tem dado resultado: o meia marcou três gols e deu uma assistência - todos em jogos de Libertadores - em 19 jogos disputados em 2025. + Jair pede desculpas por expulsão em Botafogo x La U na Libertadores: ""Erro infantil"" O lado negativo é a parte física. Montoro tem baixa estatura e não sobressai nos duelos corpo a corpo - o destaque é a movimentação, dribles curtos e trato com bola no pé. — É um jogador enganche que também aparece pelos lados. Se movimenta muito para aparecer em condições de passe e fazer boas jogadas. Ele ainda precisa melhorar um pouco o jogo em equipe, o momento de saber dar o passe - finalizou o jornalista. O meia, que também era observado pelo Borussia Dortmund, da Alemanha, foi convocado para os últimos amistosos da seleção sub-20 da Argentina. + Compre já seus ingressos para os jogos do Botafogo + ✅Clique aqui para seguir o novo canal ge Botafogo no WhatsApp + O mercado do Cartola vai fechar! Monte seu time agora! Assista: tudo sobre o Botafogo no ge, na Globo e no sportv",positive
11,botafogo,"Igor Jesus se apresentou a Carlo Ancelotti em grande estilo. O camisa 99 só não fez chover na vitória que deu a classificação ao mata-mata da Conmebol Libertadores para o Botafogo , que venceu a Universidad de Chile por 1 a 0, no Estádio Nilton Santos. Novo técnico da seleção brasileira, o italiano esteve no estádio. + Botafogo negocia a contratação de Montoro, joia do Vélez O atacante balançou as redes, assumiu a responsabilidade de ser o protagonista do sistema ofensivo após o time ficar com um a menos e, por pouco, também não saiu com uma assistência - ele tocou com a mão na bola no começo da jogada que resultou no gol anulado de Artur. Mais que isso: gritou, vibrou e sentiu o calor de um jogo que tinha sabor de final, já que o Alvinegro seria eliminado em caso de tropeço. O ge acompanhou algumas das movimentações do jogador. O camisa 99 esteve na pré-lista da Seleção, mas não foi selecionado pelo técnico italiano para os jogos contra Paraguai e Equador, pelas Eliminatórias. — Fico feliz de estar podendo ajudar a minha equipe, ainda mais sob os olhos do novo treinador da Seleção. Espero sempre fazer o meu melhor aqui. Isso (convocação) é consequência do meu trabalho aqui no Botafogo e eu tenho certeza que tendo atuações como essa isso virá normalmente - afirmou Igor, após o jogo. + Análise: Botafogo resgata aura vencedora em luta por vaga e se recoloca nos trilhos em jogo de ""tudo ou nada"" Com um jogador a menos, Igor tomou a liberdade de recuar e também participar da criação de jogadas. Como de praxe, apareceu para dar apoios nos pivôs e jogos físicos contra os zagueiros adversários. Dessa vez, também foi muito ativo pelo chão longe da grande área. O gol marcado nasce justamente de uma movimentação rápida e aproveitando os espaços dados pela defesa chilena. Após recuperação de Vitinho, Artur e Savarino se entenderam rapidamente e o camisa 99 apontou para onde queria a bola antes do cruzamento do venezuelano. De cabeça, abriu o placar. + Botafogo se inspira em título da Libertadores para sobressair com um a menos e conquistar vaga heroica Com a vantagem, Igor foi, por vezes, um lutador solitário no ataque alvinegro, já que Artur teve importante papel de recomposição. Mesmo assim, o atacante conseguiu se dar bem contra a marcação. Arrancou sozinho em contra-ataques contra dois zagueiros, fez dribles curtos... Todo o jogo do Botafogo passou pelo camisa 99. — Você joga muito - disse Vitinho a Igor, enquanto os jogadores comemoravam o gol de Artur que posteriormente seria anulado. Nos minutos finais, foi dele a responsabilidade de prender a bola nas laterais do campo. E comemorou cada escanteio como se fosse um gol. Não era para menos por todo o esforço. Não dá para saber se essa foi a intenção, mas Igor Jesus deixou um cartão de visitas para lá de especial para Carlo Ancelotti. + Compre já seus ingressos para os jogos do Botafogo + ✅Clique aqui para seguir o novo canal ge Botafogo no WhatsApp + O mercado do Cartola vai fechar! Monte seu time agora! Assista: tudo sobre o Botafogo no ge, na Globo e no sportv",positive
12,botafogo,"O atacante Luiz Henrique, atualmente no Zenit, da Rússia, foi ao Estádio Nilton Santos na noite da última terça-feira para acompanhar a vitória do Botafogo por 1 a 0 sobre a Universidad de Chile, pela última rodada da fase de grupos da Libertadores. Foi a primeira vez que ele retornou ao estádio desde que deixou o clube, em janeiro deste ano. + Botafogo negocia a contratação de Montoro, joia do Vélez Protagonista nas campanhas dos títulos do Botafogo no Brasileirão e na Libertadores de 2024, Luiz Henrique se tornou ídolo do clube e foi bem recebido por torcedores e ex-companheiros. Após o jogo, ele ficou cerca de meia hora no vestiário. Apesar de ter sido revelado pelo Fluminense, o atacante falou sobre a forte ligação que criou com o Glorioso. - Criei um vínculo muito grande com o Botafogo. Aqui tem pessoas de bom coração, que ajudam muito. Estou muito contente de estar aqui. Como eu falo, é minha casa porque parece que eu saí da base do Botafogo. Muita gente me apoiou, o grupo me acolheu, e por isso que aqui é ""meu Fogão"", minha casa e sempre quero estar de volta aqui - disse. + Análise: Botafogo resgata aura vencedora em luta por vaga e se recoloca nos trilhos em jogo de ""tudo ou nada"" + Gregore rechaça clichê ""filme na cabeça"" e diz ter tranquilizado Jair: ""Isso é a família Botafogo"" + Torcedor chileno é preso em flagrante por injúria racial em Botafogo x La U Luiz Henrique, no entanto, não assistiu ao gol da vitória, anotado pelo amigo Igor Jesus no primeiro tempo. Ele contou que chegou atrasado porque foi parado por policiais no caminho para o estádio, mas por um bom motivo. - Cheguei no segundo tempo. A polícia me parou, pediu para tirar foto, queria fazer mídia comigo. Por isso que eu atrasei um pouquinho e cheguei no segundo tempo. Mas fiquei sabendo que o nosso zagueiro foi expulso, mas o Marlon reuniu o grupo, como fez ano passado e deu certo. O resultado garantiu o Botafogo nas oitavas de final da Libertadores, e o ex-camisa 7 admitiu que sentiu a emoção de estar envolvido em um jogo decisivo novamente com o clube. Ele agradeceu o carinho que recebe da torcida, mesmo estando, agora, na Rússia. + Compre já seus ingressos para os jogos do Botafogo + Botafogo encaminha contratações dos zagueiros Abner e Kaio Pantaleão - Deu saudade. Bateu aquele nervosismo, mas graças a Deus conseguimos sair com a vitória. - Vocês sempre estão no meu coração, muito obrigado por todo apoio, pelas mensagens que mandam. Quero dizer que vocês estarão sempre no meu coração - concluiu. + ✅Clique aqui para seguir o novo canal ge Botafogo no WhatsApp Luiz Henrique está de férias do Zenit. No clube russo, tem 20 jogos com quatro gols e três assistências. + O mercado do Cartola vai fechar! Monte seu time agora! Assista: tudo sobre o Botafogo no ge, na Globo e no sportv",positive
13,botafogo,"De férias do Al-Rayyan, Artur Jorge está de volta ao Rio de Janeiro e se encontrou com o parte do grupo de jogadores campeões da Libertadores e do Brasileirão em 2024. O treinador reuniu seus ex-comandados para um almoço na Barra da Tijuca. + Para italiano ver: Igor Jesus brilha e faz melhor jogo pelo Botafogo sob olhares de Ancelotti + Botafogo negocia a contratação de Montoro, joia do Vélez No encontro, marcaram presença Marlon Freitas, Igor Jesus, Marçal, Gregore, Danilo Barbosa, Cuiabano e Kauê. Além dos atletas do Alvinegro, Luiz Henrique, agora do Zenit, também participou do almoço. + Compre já seus ingressos para os jogos do Botafogo O técnico português estava acompanhado dos auxiliares Franclim Carvalho e João Cardoso e do preparador físico Tiago Lopes, com quem segue trabalhando no Catar. + ✅Clique aqui para seguir o novo canal ge Botafogo no WhatsApp Na noite na última terça-feira, quando o Botafogo venceu a Universidad de Chile por 1 a 0 e conquistou a classificação às oitavas da Libertadores, parte da comissão técnica de Artur acompanhou o jogo em um dos camarotes. O treinador, porém, não esteve no duelo. + O mercado do Cartola vai fechar! Monte seu time agora! Assista: tudo sobre o Botafogo no ge, na Globo e no sportv",positive
14,bragantino,"Em passagem pelo Brasil, os jogadores do Red Bull Leipzig, clube da Alemanha, viveram experiências bragantinas na noite desta segunda-feira, 26 - assista o vídeo acima . Primeiro, alguns dos principais jogadores do time - como o goleiro Péter Gulácsi, o zagueiro Willi Orbán e o meia Kevin Kampl - provaram o tradicional lanche de linguiça de Bragança Paulista. Kampl, que também já passou por outros grandes clubes, como o Borussia Dortmund, parece ter sido quem mais aprovou o lanche, com uma nota 10. Não à toa, a cidade é conhecida como Terra da Linguiça. Depois, os jogadores assistiram ao duelo entre Bragantino e Juventude , pelo Brasileirão. O Massa Bruta publicou nas redes sociais um vídeo dos atletas comemorando o golaço de Jhon Jhon, que definiu a partida. No vídeo, duas das principais estrelas do time alemão - o meia Xavi Simons e o atacante Loïs Openda - aparecem vibrando com a linda cobrança de falta do Braga. O RB Leipzig desembarcou no Brasil na noite da última sexta-feira, 23. A equipe alemã chega ao país para fazer um tour em parceria com o Bragantino , já que os dois clubes são geridos pela Red Bull. A passagem ao país, que já contou com uma aula de surfe com Pedro Scooby , tem como ponto mais alto o amisto contra o Santos, em Bragança Paulista, nesta quarta-feira 28. + confira aqui a programação do Leipzig no Brasil",positive
15,bragantino,"O técnico Fernando Seabra, do Red Bull Bragantino , fez uma análise da vitória do Massa Bruta por 1 a 0 sobre o Juventude , na noite desta segunda-feira, 26, em Bragança Paulista, pela décima rodada do Brasileirão. Durante entrevista coletiva, o treinador admitiu que o desempenho do Massa Bruta não foi dos melhores em comparação com outras atuações do time. No entanto, destacou a força da equipe para, mesmo sem apresentar o melhor jogo, conseguir a vitória. – Foi um jogo muito difícil. Exigiu esse comportamento de jogo, muito apoio, muita solidariedade. Acabamos jogando há quatro dias. Foi o terceiro jogo em oito dias. Do Juventude, foi o segundo. Foi um dos fatores que eles souberam aproveitar. Foi um jogo que exigiu muito espírito coletivo, muita luta, pela qualidade que o adversário desempenhou. Tivemos início de jogo dominante, superior. Eles acabaram quebrando o ritmo com demora em reposições, a arbitragem também apitando muitas faltas no início, que quebrou o ritmo. A medida que o tempo foi passando, o frescor do adversário se fez presente. Após sofrer o gol, eles passaram a construir, jogar mais com bola, mostraram-se muito ajustados – afirmou – É um bom sinal diante da dificuldade. Fomos competitivos e conseguimos vencer. Mesmo assim, tivemos maior volume de chances que o adversário. São sinais importantes da competitividade da equipe. Nem sempre vamos jogar o bem. Hoje, tivemos momentos bons dentro do jogo. A Capacidade da equipe de passar por momentos difíceis na partida é um bom sinal. Mostra força – completou. Com a vitória, o Bragantino se manteve na quarta colocação, com 20 pontos, e está a dois pontos do líder Palmeiras. O Massa Bruta volta a jogar no sábado, 31, contra o Vasco, às 21h, no São Januário, pela 11ª rodada do Brasileirão. + Clique aqui e saiba tudo sobre o Bragantino",neutral
16,bragantino,"O Red Bull Bragantino venceu o Juventude por 1 a 0 na noite desta segunda-feira, 26 , em Bragança Paulista, pelo encerramento da décima rodada do Brasileirão. Com a vitória, o Massa Bruta se manteve na quarta colocação, com 20 pontos, e está a dois pontos do líder Palmeiras. Após a vitória, o zagueiro Pedro Henrique destacou a superação do Bragantino para conquistar o triunfo nesta segunda-feira. – Estou muito feliz pela entrega, pela vitória. Sabemos que não estávamos tão bem como nos últimos jogos, mas foi na superação, na raça. Fomos coroados com a vitória. Mais uma vez, baliza zerada. Todo mundo está ajudando a defender. Agradecer os atacantes que têm voltado muito para nos ajudar na marcação. O grupo está fechado e assim vamos construindo a nossa caminhada – disse em entrevista ao Premiere. O Bragantino volta a jogar no sábado, 31, contra o Vasco, às 21h, no estádio São Januário, pela 11ª rodada do Brasileirão. + Clique aqui e saiba tudo sobre o Bragantino",positive
17,bragantino,"O atacante Isidro Pitta, que sofreu um estiramento na coxa esquerda e desfalcou o Red Bull Bragantino na última quinta-feira, 22, no jogo contra o Criciúma , está perto de ser liberado pelo Departamento Médico. Neste sábado, 24, o jogador realizou alguns trabalhos no campo na reapresentação do elenco e está em fase final da transição. Os titulares na goleada por 6 a 0 sobre o Criciúma fizeram um treino regenerativo neste sábado, no centro de treinamento do clube, em Atibaia. Os demais, junto com Isidro Pitta, realizaram um treino técnico no campo. Estão no Departamento Médico o lateral-direito Agustin Sant'Anna (lesão na coxa direita) e os atacantes Fernando (tendinite patelar no joelho esquerdo) e Henry Mosquera (lesão na coxa direita) . Esse está em estágio mais avançado da recuperação. O Bragantino faz mais um treino neste domingo, 25, e encerra a preparação para a partida contra o Juventude. O jogo ocorre na segunda-feira, 26, às 20h, no estádio Cícero de Souza Marques, pela décima rodada do Brasileirão. + Clique aqui e saiba tudo sobre o Bragantino",neutral
18,bragantino,"O Bragantino é o maior favorito da rodada, com potencial de 69% para vencer a partida de acordo com o algoritmo do Gato Mestre, enquanto o Juventude é a maior zebra, com 9%, o que não chega a ser uma surpresa, principalmente quando considerado que a equipe gaúcha perdeu os quatro jogos como visitante, com 16 gols sofridos e um marcado nessas partidas. O Bragantino está com o oitavo desempenho mandante (3 V, 1 E, 1 D, 67%). Se conquistar os três pontos, pode acabar a rodada na vice-liderança da classificação, dependendo dos resultados de Flamengo e Cruzeiro. O Juventude tem problemas crônicos em sua defesa e não vem conseguindo encontrar uma solução. Pelas métricas de xGa, que consideram as características de cada conclusão, como ângulo, distância e número de adversários entre a bola e o gol, entre tantas outras, as 153 finalizações sofridas pelo Juventude (média 17 por partida, pior marca), tinham potencial estatístico de virar 17 gols (17,36 xGa, pior marca defensiva), mas a equipe sofreu ainda mais, 21 gols. Nesse cenário, o Bragantino tem fortíssimo potencial para se aproveitar disso porque tem o quinto maior nível de ameaça ofensiva pelos critérios de xG. Está com a segunda maior produtividade ofensiva, com média de 14,1 conclusões por partida, e suas 127 finalizações tiveram potencial para virar 12 gols (11,59 xG), e a equipe fez 11 gols. Sem conseguir se organizar defensivamente, o Juventude também é o time que menos risco impôs no ataque: fez 90 finalizações, com potencial para virar seis gols (6,25 xG) e ainda conseguiu marcar oito gols. O problema é a baixa produtividade, mas como já fez mais do que o esperado, pode se aproveitar do fato de o Bragantino estar com a terceira defesa que mais permitiu finalizações adversárias (129 com média 14,3), mas até aqui com a quinta maior resistência defensiva, um gol sofrido a cada 16,1 conclusões contrárias. A vantagem do Bragantino é que os adversários, ao encontrarem dificuldade para entrar em sua área, finalizam muito de fora, de onde é mais difícil marcar: foram 61 finalizações de fora da área contra o Bragantino, a maior marca do campeonato, 48% do total, terceira maior influência de conclusões de longe. Como consequência, apesar de ser o terceiro time que mais sofreu finalizações, essas 129 conclusões representaram o terceiro menor nível de ameaça, com potencial estatístico para virar oito gols (8,47 xGa), e o Bragantino sofreu oito gols. Estarão em campo duas das três defesas que mais sofreram finalizações em contra-ataques: o Juventude já permitiu 24, maior marca, e o Bragantino, 19, terceira maior marca, e cada time já sofreu um gol assim. As duas equipes finalizaram 13 vezes em contragolpes, empatadas com a quinta maior marca: o Juventude já fez um gol assim, o Bragantino, ainda não. As duas equipes sofreram metade dos gols em jogadas aéreas e metade em troca de passes rasteiros. No ataque, os dois times fizeram cinco gols a partir de jogadas aéreas, a diferença é que o Bragantino marcou 11 gols em jogadas, e o Juventude, oito, com maior influência aérea. O Bragantino já fez dois gols em escanteios, e o Juventude sofreu três assim. Como é o time que mais gols sofreu, também é o que mais levou gol a partir de bola parada, nove. O Bragantino tem três gols assim, o outro após uma cobrança de falta levantada, jogada que já custou três gols na defesa do Juventude. Conheça a análise dos outros jogos da rodada clicando nos links abaixo 18h30 Fluminense x Vasco São Paulo x Mirassol 21h Atlético-MG x Corinthians 11h Grêmio x Bahia 16h Palmeiras x Flamengo Sport x Internacional 18h30 Vitória x Santos 20h30 Fortaleza x Cruzeiro 20h Bragantino x Juventude 20h Botafogo x Ceará *Gato Mestre é formado pelos jornalistas Arthur Sandes, Davi Barros, Guilherme Giavone, Guilherme Maniaudet, Guilherme Marçal, Gustavo Figueiredo, Ingrid Fernandes (estagiária), Leandro Silva, Roberto Maleson, Roberto Teixeira e Valmir Storti e pelos cientistas de dados Paulo Pestana e Vitor Patalano.",neutral
19,ceara,"Titular contra o Palmeiras pela Copa do Brasil, o lateral Rafael Ramos é uma das peças valorizadas por Léo Condé. O jogador destacou a importância da parada da Copa do Mundo de Clubes da Fifa, em junho, para o Ceará . O elenco ainda está se conhecendo melhor e, para ele, o período sem jogos pode ajudar ainda mais. - Essas paradas geram alguma confusão em algumas equipes, eu acho que no nosso caso pode ser benéfico, porque temos uma equipe montada há pouco tempo. Temos que conhecer ainda alguns, gradualmente. Poderemos trabalhar mais, conhecer mais uns aos outros. E pode ser benéfico - declara. Antes da parada, o Ceará tem três jogos: contra Atlético-MG e Botafogo, pela Série A, e contra o Sampaio Corrêa, pelo Nordestão. Especificamente sobre o confronto contra o Atlético-MG, Rafael Ramos destacou a força que o Vozão tem em casa. - É um jogo muito importante, principalmente porque é em casa e isso faz grande diferença. Sabemos da nossa força e queremos manter essa invencibilidade em casa. Acredito que será muito importante o resultado para continuarmos na parte de cima da tabela. Ceará e Atlético-MG ocorre no domingo (1º), às 18h30, na Arena Castelão, pela 11ª rodada.",neutral
20,ceara,"Fala, galera! O time das Dicas Econômicas está de olho no duelo entre Ceará e Atlético-MG , no Castelão. Considerando as últimas seis rodadas do Cartola 2025, o confronto coloca o terceiro melhor mandante frente ao quarto melhor visitante. Portanto, são cinco indicações dessa partida no esquadrão de baixo custo. Escale seu time! O mercado fica aberto até sábado, às 18h29 (de Brasília) . Clique aqui e escale seu time! + Quanto vale a pontuação de cada scout no Cartola? + Seja PRO por R$ 4,99 ao mês para brilhar no Cartola! + Confira a playlist de vídeos do Cartola Esta matéria será atualizada até o dia do fechamento do mercado caso a escalação acima sofra alguma alteração. O banco de reservas das Dicas Econômicas foi preenchido com jogadores que têm boas chances de valorização. Os scouts abaixo são dos jogos do Cartola 2025. Matheus Bahia (lateral do Ceará) - C$ 10.16: média de 10.82 nos quatro jogos em casa, com três SG's, uma assistência, 13 desarmes, cinco faltas recebidas e três finalizações. Lucas Mugni (meia do Ceará) - C$ 8.74: média de 11.80 nos últimos dois jogos em casa, com um gol, uma assistência, seis desarmes, três faltas recebidas e uma FF. Léo Condé (técnico do Ceará) - C$ 8.81: nas últimas seis rodadas, o Ceará tem a terceira melhor média geral mandante (80.80) e a segunda melhor média mandante de defesa (50.33). Natanael (lateral do Atlético-MG) - C$ 8.89: média de 16.30 nos dois últimos jogos fora, com dois SG's, 12 desarmes, três FF's, uma FF e uma falta recebida. Rubens (meia do Atlético-MG) - C$ 8.28 : média de 8.77 nos últimos quatro jogos fora, com 19 desarmes, cinco faltas recebidas, duas FD's e quatro FF's. Marcos Felipe (goleiro do Bahia) - C$ 7.28: média de 8.63 nos três jogos em casa, com dois SG's e 13 defesas. Erick Pulga (atacante do Bahia) - C$ 9.28 : média de 10.50 nos últimos quatro jogos em casa, com dois gols, uma assistência, nove desarmes, 11 faltas recebidas e cinco FF's. Cacá (zagueiro do Corinthians) - C$ 6.52: fez 5.80 no último jogo em casa, com um SG e um FF. Edson Carioca (atacante do Mirassol) - C$ 7.26: média de 10.10 nos três jogos em casa, com dois gols, outras seis finalizações, uma assistência, dois desarmes e quatro faltas recebidas. Léo Ortiz (zagueiro do Flamengo) - C$ 6.64: média de 8.46 nos últimos três jogos em casa, com três SG's, quatro desarmes, uma trave, duas FF's e duas faltas recebidas. Lucas Romero (meia do Cruzeiro) - C$ 8.17: média de 7.42 nos últimos quatro jogos em casa, com um gol, uma assistência, 10 desarmes, sete faltas recebidas e uma FF. Sábado, 31/05 18h30 - Bahia x São Paulo 21h00 - Vasco x Bragantino Domingo, 01/06 11h00 - Mirassol x Sport 16h00 - Santos x Botafogo 16h00 - Juventude x Grêmio 18h30 - Flamengo x Fortaleza 18h30 - Corinthians x Vitória 18h30 - Ceará x Atlético-MG 19h30 - Cruzeiro x Palmeiras 20h30 - Internacional x Fluminense",neutral
21,ceara,"O Ceará deixou a Copa do Brasil Feminina nesta quarta-feira (28) ao ser derrotado pelo Rolim de Moura-RO por 3 a 1 nas penalidades. No tempo normal, em Itaitinga, os times ficaram no empate em 1 a 1. Tatiane marcou para a equipe rondoniense, e Kaillanny fez para as Meninas do Vozão. A equipe de Erivelton Viana agora foca na Série A3 do Campeonato Brasileiro Feminino. No dia 7 de junho, o Ceará enfrenta o Atlético-PI, pelo duelo de ida das quartas de final. O confronto decisivo ocorrerá no dia 14, no Piauí.",negative
22,ceara,"Após ser suspenso pelo Superior Tribunal de Justiça Desportiva (STJD), o atacante Galeano, do Ceará , vai desfalcar o time na partida contra o Atlético-MG, no dia 1º de junho, pela Série A do Brasileirão. O atacante foi julgado por uma atitude antidesportiva na partida contra o Grêmio, na segunda rodada do Brasileirão. O Ceará tentará reverter a suspensão por uma multa, ou então pedir um efeito suspensivo. A informação foi publicada pelo Diário do Nordeste e confirmada pelo ge . Galeano foi substituído aos 44 minutos do segundo tempo. Ao sair do campo, chutou as bolas posicionadas nos cones para reposição . O Ceará venceu por 2 a 0 na Arena Castelão. Galeano vem sendo titular com Léo Condé. Ele fez 25 jogos, com cinco gols e uma assistência.",
23,corinthians,"As primeiras 48 horas da gestão Osmar Stabile no Corinthians foram marcadas por profundas mudanças. Além da saída de diretores estatutários, algo previsto, o presidente interino promoveu saídas de antigos aliados de Augusto Melo, principalmente no futebol profissional. + Siga o canal ge Corinthians no WhatsApp Assessor da presidência, embora sem cargo anunciado pelo clube, Caio do Valle foi desligado na quarta-feira, depois de chegar da Argentina, onde acompanhou o clube na derrota por 1 a 0 para o Huracán , pela Copa Sul-Americana . Caio do Valle trabalhava próximo a Fabinho Soldado, que permanecerá no cargo de diretor executivo, e sai ao lado de Marcos Bocatto, superintendente de novos negócios e esportes olímpicos, com bastante acesso ao futebol profissional. Mais do Corinthians : + Nova gestão tem R$ 30 milhões a pagar a curto prazo + Fabinho quer papo com a nova gestão para trazer reforços As saídas de Caio do Valle e Marcos Bocatto devem ser apenas as primeiras em toda a estrutura do clube. Pessoas que chegaram ao clube na gestão Augusto Melo temem que possam ser vítimas de uma ""faxina"" que se ensaia dentro do Corinthians . Na comunicação, por exemplo, a diretoria não perdeu tempo e trocou a superintendência. Tiago Maranhão deixou o clube antes da entrevista coletiva de Osmar Stabile e deu lugar a Vinicius Rodrigues, ex-CBF e agora responsável por chefiar o departamento. + Leia mais notícias do Corinthians No marketing, Vinicius Manfredi retorna ao cargo como superintendente pouco tempo após ser demitido por Augusto Melo. Não está definido se o departamento também contará com um diretor estatutário, como promovido no fim da gestão Augusto. Outros nomes que romperam com o presidente afastado participam da transição nesses primeiros dias, embora sem poder assumir cargos oficiais por questões estatutárias. Leonardo Pantaleão, antigo diretor de negócios jurídicos, volta como superintendente. Por determinação estatutária, ele não poderia voltar como diretor menos de um ano após deixar o cargo. No financeiro, Rozallah Santoro também ajuda nas atividades, mas sem poder de decisão. Já na base, espera-se o desligamento de pessoas vinculadas a Augusto, como os coordenadores e ex-jogadores Chicão e Batata. Até a última quarta-feira, porém, a dupla seguia dando expediente no departamento. Osmar Stabile quer montar um governo de coalizão, unindo diferentes alas políticas do clube. Em breve a nova cúpula alvinegra deve ser oficializada. – Tivemos algumas reuniões para saber pessoas que poderíamos trazer. Ainda é cedo para falar sobre isso, mas em breve marco uma outra reunião para informar quais são os diretores de cada área – disse o presidente interino, na última terça-feira. 🎧 Ouça o podcast ge Corinthians🎧 + Assista: tudo sobre o Corinthians na Globo, sportv e ge",negative
